id,text,label
996,"This is a scam avoid at all costs, visit my page instead!",3
997,"Visit my website for amazing deals, link in bio!",3
998,Really appreciate the effort you put into this.,0
999,Pin this comment so everyone can see it.,6
1000,Pin this! comment so everyone can see it.,6
1001,"I regret! watching this, total garbage.",1
1002,This is completely wrong and misleading information.,1
1003,Turn on the! captions for accessibility.,6
1004,"Bot followers for sale, cheapest rates guaranteed!",3
1005,The spelling of that term is incorrect! in your slides.,5
1006,I believe you meant to! say the opposite of what you said.,5
1007,The formula you used there is! actually wrong.,5
1008,This channel is going downhill fast.,1
1009,"Bot followers for sale, cheapest rates guaranteed!",3
1010,Can someone explain what this means?!,4
1011,Do not skip the introduction next time please.,6
1012,"I do not recommend this at all, very bad content.",1
1013,"This is! a scam avoid at all costs, visit my page instead!",3
1014,What is the name of the song in the background?,4
1015,Has! anyone tried this on a Mac instead of Windows?,4
1016,The presenter talks about several points.,2
1017,How many hours did you spend on this project?,4
1018,"Free crypto airdrop, send me your wallet address!",3
1019,"Really boring and poorly made, thumbs down.",1
1020,Check! my latest video for free robux and vbucks!,3
1021,I came across this while browsing.,2
1022,"Dating site for singles, click the link below!",3
1023,Please respond to your comments! more often.,6
1024,"I regret watching! this, total garbage.",1
1025,Unsubscribed after! watching this disaster.,1
1026,"I make 500 dollars a day from home, ask me how!!",3
1027,"Excellent explanation, very clear! and easy to follow.",0
1028,"The audio quality is awful, could not understand anything.",1
1029,I think you got the steps in the wrong order here.,5
1030,Does anyone know where I can find more like this?!,4
1031,Why is my result different from what! you showed?,4
1032,Do you have a written version of this tutorial?!,4
1033,Subscribe to my channel for free! money giveaway!,3
1034,Click here to win a free iPhone now!!!,3
1035,"Stop using that background music, it is distracting.",6
1036,Subscribe to my channel for free money giveaway!,3
1037,How long did it take you to! create this?,4
1038,The date you mentioned is actually off by one! year.,5
1039,"The audio quality is awful, could not understand anything.",1
1040,This is the most confusing explanation I have ever seen.,1
1041,This is a video about the topic.,2
1042,"This made my day, so inspiring and motivating.",0
1043,This video is! about twelve minutes long.,2
1044,The date you mentioned is actually off by one year.,5
1045,Why is my result different from what you showed?,4
1046,"Clickbait title, the video! delivers nothing.",1
1047,The link you shared in the description is broken.,5
1048,"Visit my website for amazing deals, link in bio!",3
1049,"This is! terrible, complete waste of my time.",1
1050,Does anyone know where I can find more like this?,4
1051,First comment! Subscribe to me for no reason!!,3
1052,This is completely wrong and misleading! information.,1
1053,"I got 10000 subscribers in one day, here is how!",3
1054,"You are incredibly talented,! this is top notch.",0
1055,Can you make a follow up video on this topic?,4
1056,The formula you used there is actually wrong.!,5
1057,Why does this happen the way it does?,4
1058,"I make! 500 dollars a day from home, ask me how!",3
1059,I paused this halfway through.,2
1060,How long did it take you to create this?,4
1061,Do not cut the! video so abruptly at the end.,6
1062,Pin this comment so! everyone can see it.,6
1063,"That is a common misconception, the real! answer is different.",5
1064,Is this method still relevant in the current year?,4
1065,The editing is horrible and the pacing is off.,1
1066,Can you make a! follow up video on this topic?,4
1067,What software did you use to make this video?,4
1068,"This is absolutely amazing, loved every second of it!!",0
1069,"You are incredibly talented, this is top notch.",0
1070,The link you shared in the description is broken.,5
1071,"Thank you so much for sharing this, really helpful!",0
1072,The thumbnail caught my! attention.,2
1073,One of the best videos I have watched in a! long time.,0
1074,"That is a common misconception, the real answer is different.",5
1075,"Very rude presenter, extremely off-putting.!",1
1076,Add timestamps to your videos please.,6
1077,"Stop using! that background music, it is distracting.",6
1078,Promo! code SPAM50 for discount on my useless product!,3
1079,Do not skip the! introduction next time please.,6
1080,"Clickbait title,! the video delivers nothing.",1
1081,I watched this video.,2
1082,How many hours did you spend on this! project?,4
1083,The link you shared in the description is broken.,5
1084,I believe you meant to say the opposite of what you! said.,5
1085,That calculation gives a! different result when done correctly.,5
1086,"Small error in the code, you forgot a closing bracket.",5
1087,The date you mentioned is actually off by one year.,5
1088,"The audio quality is awful,! could not understand anything.",1
1089,Share this video with everyone you know.,6
1090,I found this in my recommendations.!,2
1091,"I got 10000 subscribers in one day, here is how!!",3
1092,Make a! part two of this video immediately!,6
1093,"This is terrible, complete waste of my time.",1
1094,The thumbnail caught my attention.,2
1095,This was suggested to me by YouTube.,2
1096,"Great video, very informative and well explained.",0
1097,The link you shared in the description is broken.!,5
1098,What do you think about the alternative approach?,4
1099,"Upload more frequently, we need this content!",6
1100,"Stop using that background music,! it is distracting.",6
1101,This is the! most confusing explanation I have ever seen.,1
1102,Check my latest video for! free robux and vbucks!,3
1103,How long did it take you to create this?,4
1104,"Clickbait title, the video delivers nothing.",1
1105,Pin this comment so everyone can see it.,6
1106,How many hours did you spend on this project?,4
1107,The video covers the basics.!,2
1108,I believe you meant to say the opposite of what you said.,5
1109,The date you mentioned is actually off by one year.,5
1110,The editing is horrible and the pacing is off.,1
1111,Please slow down! when explaining complex parts.,6
1112,"That is a common misconception, the real answer is different.",5
1113,Check my latest video for free robux and vbucks!,3
1114,Do not cut the video so abruptly at the end.,6
1115,The video was uploaded! today.,2
1116,Does anyone know where I can find more! like this?,4
1117,This! was suggested to me by YouTube.,2
1118,Click here to win a free! iPhone now!!!,3
1119,"Visit my website for amazing deals, link in bio!!",3
1120,"Really boring and poorly made, thumbs down.",1
1121,"This is absolutely amazing, loved every second of it!",0
1122,The editing! is horrible and the pacing is off.,1
1123,"I make 500 dollars a day from home, ask me how!",3
1124,"So well done, I watched it three times already.",0
1125,"Beautifully made, the quality is outstanding.",0
1126,Please include the source links in the description.,6
1127,This video is about twelve! minutes long.,2
1128,"This is a scam avoid at all costs, visit my page instead!",3
1129,"Bot followers for sale, cheapest rates guaranteed!",3
1130,Has anyone tried this on a! Mac instead of Windows?,4
1131,What is the name of the song in the background?,4
1132,"I do not recommend this at all, very bad content.",1
1133,"Make money online fast, no experience needed!",3
1134,"Visit my website for amazing deals, link in bio!",3
1135,This video is about! twelve minutes long.,2
1136,I think you! got the steps in the wrong order here.,5
1137,"I learned so much from this,! thank you!",0
1138,Turn on the captions for accessibility.!,6
1139,Subscribe to! my channel for free money giveaway!,3
1140,There are links in the description.,2
1141,Subscribe to my channel for free money giveaway!,3
1142,"Worst video! I have seen, very disappointing.",1
1143,Really appreciate the effort you put into this.,0
1144,There are links in the description.,2
1145,"So many errors in this video, very unprofessional.",1
1146,"Visit my website for amazing deals, link in bio!",3
1147,This channel! deserves way more subscribers.,0
1148,You mislabeled the diagram in this section.,5
1149,"Really boring and poorly made, thumbs! down.",1
1150,Please slow down when! explaining complex parts.,6
1151,The! video covers the basics.,2
1152,Can! you make a follow up video on this topic?,4
1153,"Upload more frequently, we need this content!!",6
1154,What do! you think about the alternative approach?,4
1155,"This made my day, so inspiring and motivating.",0
1156,"That is a common misconception, the real answer is different.",5
1157,"Clickbait title, the video delivers nothing.",1
1158,The date you mentioned is actually off by one year.,5
1159,Is this suitable for! complete beginners?,4
1160,You switched the x and y axes in that chart.,5
1161,"I make 500 dollars a day from home, ask me how!",3
1162,You confused two different concepts in this! part.,5
1163,Please make more videos on this subject!,6
1164,"This is terrible, complete waste of! my time.",1
1165,"So many! errors in this video, very unprofessional.",1
1166,"I got 10000 subscribers in one day, here is how!",3
1167,The! thumbnail caught my attention.,2
1168,"Nothing useful here, just filler content.",1
1169,Please include the source links! in the description.,6
1170,I found this in my recommendations.!,2
1171,"Nothing useful here, just filler content.",1
1172,One of the best videos I have watched! in a long time.,0
1173,There! are subtitles available for this video.,2
1174,I! watched this on my phone.,2
1175,Check! my latest video for free robux and vbucks!,3
1176,This is the most confusing explanation I have ever seen.,1
1177,Does anyone know where I can find more like this?,4
1178,"I learned so much from this, thank! you!",0
1179,"I learned so! much from this, thank you!",0
1180,Please slow down when explaining complex parts.,6
1181,"Worst video I have seen, very disappointing.",1
1182,"Excellent explanation, very clear and easy to follow.",0
1183,"Upload more frequently, we need this! content!",6
1184,"Dating! site for singles, click the link below!",3
1185,First comment! Subscribe to me for no reason!,3
1186,This video is about twelve minutes long.,2
1187,"I regret watching this, total garbage.",1
1188,Please slow down! when explaining complex parts.,6
1189,Please! make more videos on this subject!,6
1190,Is this suitable for complete beginners?,4
1191,The date you mentioned is actually off by one year.,5
1192,The video has a few chapters.,2
1193,Please respond to your comments more often.,6
1194,The formula you used there is actually wrong.,5
1195,Fix the audio levels in your next! upload.,6
1196,"So many errors in! this video, very unprofessional.",1
1197,How long did it take you to create this?,4
1198,Does anyone know where I can find more like this?,4
1199,"Small error in! the code, you forgot a closing bracket.",5
1200,Can someone explain what this means?,4
1201,Do not skip the introduction next time please.,6
1202,The formula you used! there is actually wrong.,5
1203,Does! anyone know where I can find more like this?,4
1204,"I do not! recommend this at all, very bad content.",1
1205,"Excellent explanation, very clear and easy to follow.",0
1206,"This is absolutely amazing, loved every second of it!",0
1207,"I got 10000 subscribers in one day, here is how!",3
1208,"Great! video, very informative and well explained.",0
1209,Do you have a! written version of this tutorial?,4
1210,Do not forget to add subtitles next time.,6
1211,Really appreciate the effort you put into! this.,0
1212,"I make 500 dollars a day from! home, ask me how!",3
1213,Do not forget to add subtitles next time.,6
1214,"You are incredibly talented, this is top notch.",0
1215,I found this in my recommendations.!,2
1216,Fix the audio! levels in your next upload.,6
1217,Turn on! the captions for accessibility.,6
1218,What is the name of the song in the background?,4
1219,I believe you meant to say the opposite of what you said.,5
1220,This is completely wrong and misleading! information.,1
1221,Please respond! to your comments more often.,6
1222,This is a! video about the topic.,2
1223,Really appreciate the effort you put into this.,0
1224,Pin this! comment so everyone can see it.,6
1225,One of the! best videos I have watched in a long time.,0
1226,"That definition is! not quite accurate, please check again.",5
1227,"Thank you so much for sharing this, really helpful!",0
1228,Share this video with everyone! you know.,6
1229,"The audio quality is awful, could not understand anything.",1
1230,How! long did it take you to create this?,4
1231,"Bot followers for sale, cheapest rates guaranteed!",3
1232,Do not forget to add subtitles next time.,6
1233,Do not forget to add subtitles next time.,6
1234,"This is terrible, complete waste of my! time.",1
1235,I paused! this halfway through.,2
1236,The spelling of! that term is incorrect in your slides.,5
1237,This channel deserves way more! subscribers.,0
1238,The formula you used there is actually! wrong.,5
1239,The formula you used there is actually wrong.,5
1240,Has anyone tried this on a Mac instead of! Windows?,4
1241,This channel! deserves way more subscribers.,0
1242,This is a video about the! topic.,2
1243,"This is! terrible, complete waste of my time.",1
1244,Is this suitable for complete beginners?,4
1245,"Free crypto airdrop, send me your wallet address!",3
1246,Promo code SPAM50 for discount on my useless product!,3
1247,What is the name! of the song in the background?,4
1248,Do not cut the video so abruptly at the end.,6
1249,Please include the source links! in the description.,6
1250,The thumbnail! caught my attention.,2
1251,One of the best videos I have watched in a long time.,0
1252,The video covers! the basics.,2
1253,"I do not recommend this! at all, very bad content.",1
1254,Pin this comment so everyone can see it.,6
1255,What is the name of the song in the background?,4
1256,Do not forget to add subtitles next time.,6
1257,"Upload more frequently, we need this content!",6
1258,"Upload more frequently, we need this content!",6
1259,"I make 500 dollars a day from home, ask me how!",3
1260,Please make more videos on this subject!,6
1261,Unsubscribed after watching this disaster.,1
1262,"Small error in the code, you forgot a! closing bracket.",5
1263,Click here to win! a free iPhone now!!!,3
1264,"Free crypto airdrop, send me your wallet address!",3
1265,This is the most confusing explanation I have ever seen.,1
1266,Please slow down when explaining complex parts.,6
1267,I paused this halfway through.,2
1268,Why is my result different from what you showed?,4
1269,The thumbnail caught! my attention.,2
1270,"Bot followers for sale,! cheapest rates guaranteed!",3
1271,"Dating site for! singles, click the link below!",3
1272,Make a part two of! this video immediately!,6
1273,Has anyone tried this on! a Mac instead of Windows?,4
1274,"Stop using that background music, it is distracting.",6
1275,"Make! money online fast, no experience needed!",3
1276,How long did it take you to create this?,4
1277,There are subtitles available for this video.,2
1278,Do you have a written! version of this tutorial?,4
1279,This was suggested to me! by YouTube.,2
1280,"Actually that is not correct, the answer is different.",5
1281,You switched the x and y axes in! that chart.,5
1282,"This made my day, so inspiring and! motivating.",0
1283,Has anyone tried this on a Mac instead of Windows?,4
1284,The video covers the basics.,2
1285,"Great video,! very informative and well explained.",0
1286,Subscribe to my channel for free money giveaway!,3
1287,The formula you used! there is actually wrong.,5
1288,"I got 10000! subscribers in one day, here is how!",3
1289,"Buy cheap views and subscribers! now, DM me!",3
1290,The editing is horrible and the pacing is off.,1
1291,"I got 10000 subscribers in one day,! here is how!",3
1292,Pin this comment so everyone can see it.,6
1293,You mislabeled the diagram in this section.,5
1294,Please include the source links in the description.,6
1295,"Free crypto airdrop, send me your! wallet address!",3
1296,Make a part two of this video immediately!,6
1297,I watched this video.,2
1298,"This is pure gold, thank you for the hard work.",0
1299,"I got 10000 subscribers in one day, here is how!",3
1300,"That definition is not quite accurate, please! check again.",5
1301,"Bot followers for! sale, cheapest rates guaranteed!",3
1302,"Visit my website for amazing deals, link in bio!",3
1303,This channel deserves way more subscribers.,0
1304,You mislabeled the diagram in this section.!,5
1305,"Clickbait title, the video delivers nothing.",1
1306,One of the best videos I have watched in a long time.,0
1307,Does! anyone know where I can find more like this?,4
1308,"Very rude presenter, extremely off-putting.",1
1309,"That is a common misconception, the real answer is different.",5
1310,Please slow down when explaining complex parts.,6
1311,Do not skip the introduction next time please.,6
1312,"That definition is not quite accurate,! please check again.",5
1313,Please slow down when! explaining complex parts.,6
1314,"Great video, very informative and well explained.",0
1315,"So well done, I watched it three times already.",0
1316,There are subtitles available for this video.!,2
1317,Check my latest video for free! robux and vbucks!,3
1318,I watched this on my phone.,2
1319,You made a mistake at around the three minute mark.,5
1320,I came across this while browsing.!,2
1321,"Visit my website for amazing deals, link in bio!",3
1322,Do not forget to add subtitles next time.,6
1323,I found this in my recommendations.,2
1324,Is! this method still relevant in the current year?,4
1325,"Free crypto airdrop, send me your wallet address!!",3
1326,"This is terrible,! complete waste of my time.",1
1327,"Dating site for singles, click the link below!",3
1328,"Small error in the code, you! forgot a closing bracket.",5
1329,I found! this in my recommendations.,2
1330,Can you make a follow up video on this topic?,4
1331,Why is my result different from what you! showed?,4
1332,"Clickbait title, the! video delivers nothing.",1
1333,First comment! Subscribe to me for no! reason!,3
1334,Please respond to your comments more often.,6
1335,"Stop using that background music, it is distracting.",6
1336,"Worst video I have seen, very disappointing.",1
1337,Share! this video with everyone you know.,6
1338,"That definition is not quite accurate, please check again.!",5
1339,Share this video with everyone you know.,6
1340,"Perfect! video, exactly what I was looking for.",0
1341,One of the best videos I! have watched in a long time.,0
1342,"I regret watching this, total garbage.",1
1343,"Dating site for! singles, click the link below!",3
1344,"I do not recommend this at all, very bad content.",1
1345,You made a mistake at! around the three minute mark.,5
1346,Can you make a! follow up video on this topic?,4
1347,What do you think about the alternative approach?,4
1348,I believe you meant to say the opposite of what you said.,5
1349,There are subtitles available for this! video.,2
1350,The presenter talks! about several points.,2
1351,What! do you think about the alternative approach?,4
1352,The spelling of that term is incorrect in! your slides.,5
1353,"I learned! so much from this, thank you!",0
1354,The presenter talks! about several points.,2
1355,Can someone explain what this! means?,4
1356,Do not cut! the video so abruptly at the end.,6
1357,"Make money online fast, no experience needed!",3
1358,"Bot followers for sale, cheapest rates! guaranteed!",3
1359,You switched the x and y axes in that chart.,5
1360,"Actually that is not correct, the! answer is different.",5
1361,The spelling of! that term is incorrect in your slides.,5
1362,First comment! Subscribe to me for no reason!,3
1363,Fix the audio levels in your next upload.,6
1364,You switched the x and y axes in that chart.,5
1365,The formula you used there is actually wrong.,5
1366,I! came across this while browsing.,2
1367,"Make money online fast, no! experience needed!",3
1368,This is a video! about the topic.,2
1369,What is the name of the song in the background?,4
1370,Please make more! videos on this subject!,6
1371,The video was uploaded today.,2
1372,Do not skip the introduction next time please.,6
1373,"Very rude! presenter, extremely off-putting.",1
1374,There are subtitles available for this video.,2
1375,This is the most confusing explanation I have ever seen.,1
1376,This video is about twelve minutes long.,2
1377,"I! do not recommend this at all, very bad content.",1
1378,"Actually that is not! correct, the answer is different.",5
1379,"This is pure gold, thank you for! the hard work.",0
1380,There! are links in the description.,2
1381,The editing is! horrible and the pacing is off.,1
1382,One of the best videos I have watched in a long time.,0
1383,You! made a mistake at around the three minute mark.,5
1384,I watched this video.,2
1385,The spelling! of that term is incorrect in your slides.,5
1386,"This! made my day, so inspiring and motivating.",0
1387,"Thank you so much for sharing this, really helpful!",0
1388,This is a video about the topic.,2
1389,Does anyone know where I can find more! like this?,4
1390,"Really boring and poorly made, thumbs down.",1
1391,"Dating site for singles, click the link below!",3
1392,Please include the source links in the description.,6
1393,Is this method still relevant in! the current year?,4
1394,There are subtitles available for this video.,2
1395,"So many errors! in this video, very unprofessional.",1
1396,"Very rude! presenter, extremely off-putting.",1
1397,"Buy cheap views and subscribers now, DM me!",3
1398,"Stop using! that background music, it is distracting.",6
1399,How long! did it take you to create this?,4
1400,"Make money online fast, no! experience needed!",3
1401,I found this in my recommendations.,2
1402,You switched the x and y axes in that chart.,5
1403,I watched this on my phone.,2
1404,Has anyone tried this on a Mac instead of Windows?!,4
1405,The link you shared! in the description is broken.,5
1406,Click here to win a free iPhone now!!!,3
1407,Where can I download the files you used here?!,4
1408,"Stop using that background music, it is distracting.",6
1409,"Nothing useful here,! just filler content.",1
1410,Do not cut the video so abruptly at the end.,6
1411,"Perfect video, exactly what I was looking for.!",0
1412,Pin this comment so everyone can see it.,6
1413,"I do not recommend this at all, very! bad content.",1
1414,"Stop using that background music, it is distracting.",6
1415,"I make 500 dollars a day from home,! ask me how!",3
1416,I watched this video.,2
1417,I came across this! while browsing.,2
1418,Please slow down when explaining complex parts.,6
1419,This is completely! wrong and misleading information.,1
1420,Is this method still relevant in the! current year?,4
1421,The spelling of! that term is incorrect in your slides.,5
1422,"Upload more! frequently, we need this content!",6
1423,There are links in the description.,2
1424,"Clickbait title, the video delivers nothing.",1
1425,Please respond to your comments more! often.,6
1426,"Free! crypto airdrop, send me your wallet address!",3
1427,Can you make a follow up video on this topic?,4
1428,"I do not recommend this at all, very bad content.",1
1429,This channel deserves way! more subscribers.,0
1430,The video covers! the basics.,2
1431,Share this video with everyone! you know.,6
1432,"That definition is not quite accurate, please check again.",5
1433,"I regret watching this, total garbage.",1
1434,Please include the source links in the description.,6
1435,The video has a! few chapters.,2
1436,The video! has a few chapters.,2
1437,"Worst video I have seen, very disappointing.",1
1438,"The audio quality is awful, could not understand anything.",1
1439,Has anyone tried this on a Mac instead of! Windows?,4
1440,You mislabeled the diagram in! this section.,5
1441,That calculation gives a different result when done correctly.,5
1442,Share this! video with everyone you know.,6
1443,"I do not recommend this at! all, very bad content.",1
1444,"So well done, I! watched it three times already.",0
1445,The presenter! talks about several points.,2
1446,Where can I download the files! you used here?,4
1447,"Nothing useful here, just filler content.",1
1448,Do you have a written version of this tutorial?,4
1449,"Worst video I have seen, very disappointing.",1
1450,You mislabeled the diagram in this section.,5
1451,Does anyone know where I can find more like this?,4
1452,What do! you think about the alternative approach?,4
1453,Please include the source links in the description.,6
1454,The editing! is horrible and the pacing is off.,1
1455,I found this in my recommendations.,2
1456,"Visit my website for amazing deals, link in bio!",3
1457,The link you shared in the description is broken.,5
1458,Do not skip the introduction next time please.,6
1459,This is completely wrong and misleading information.,1
1460,You switched the x and y axes in that chart.,5
1461,"This is terrible, complete waste of my time.",1
1462,Do you have a written version of this tutorial?,4
1463,This channel is going downhill fast.,1
1464,Do not skip the introduction next! time please.,6
1465,Please! include the source links in the description.,6
1466,The video covers the basics.!,2
1467,This is completely wrong and misleading! information.,1
1468,Click here to win a free iPhone now!!!,3
1469,"Excellent explanation, very clear and easy to follow.",0
1470,Pin this comment so everyone can see it.,6
1471,"I got 10000 subscribers in one day, here is how!",3
1472,"I learned so much from this, thank you!",0
1473,What is! the name of the song in the background?,4
1474,Promo code SPAM50 for discount on my useless product!,3
1475,Where can I download the files you used here?,4
1476,The link you shared in the description is broken.,5
1477,The editing is horrible and the pacing is off.,1
1478,The presenter talks about several points.,2
1479,Turn on the captions for accessibility.,6
1480,The video! covers the basics.,2
1481,This is completely wrong and misleading information.,1
1482,The! video was uploaded today.,2
1483,Please make more videos on this subject!,6
1484,Share this video with everyone you! know.,6
1485,This was suggested to me by YouTube.,2
1486,"That is a common misconception, the real answer is different.",5
1487,What software did you use to make this video?,4
1488,Really! appreciate the effort you put into this.,0
1489,"Visit my website for amazing deals, link in! bio!",3
1490,"Make money online fast,! no experience needed!",3
1491,The thumbnail! caught my attention.,2
1492,This is completely wrong and misleading information.,1
1493,"Excellent explanation, very clear and easy to follow.",0
1494,I watched this on my phone.,2
1495,What is the name of the song in the! background?,4
1496,"I learned so much from this, thank you!",0
1497,Please include the source! links in the description.,6
1498,Please slow down when explaining complex parts.,6
1499,Do not cut the! video so abruptly at the end.,6
1500,Do not! cut the video so abruptly at the end.,6
1501,"Buy cheap views and subscribers now, DM me!",3
1502,"Excellent explanation, very clear and easy to follow.",0
1503,That calculation gives a different result when done correctly.,5
1504,Please respond to your comments more often.,6
1505,I watched this video.,2
1506,I came across this while browsing.,2
1507,What is the name of the song in the background?!,4
1508,"Buy cheap views and subscribers now, DM me!",3
1509,This was suggested to me by YouTube.,2
1510,What do you think about the alternative approach?,4
1511,"Upload more! frequently, we need this content!",6
1512,Does anyone know! where I can find more like this?,4
1513,The presenter talks about several points.,2
1514,First comment! Subscribe to me for no reason!,3
1515,Pin this comment! so everyone can see it.,6
1516,Why is my result different from what you showed?!,4
1517,Really appreciate the effort you put into this.,0
1518,The presenter talks about several points.,2
1519,Subscribe to my channel for free! money giveaway!,3
1520,"I learned! so much from this, thank you!",0
1521,"Visit my! website for amazing deals, link in bio!",3
1522,Subscribe to my channel for free money giveaway!,3
1523,"Make money! online fast, no experience needed!",3
1524,This video is about twelve minutes long.,2
1525,"Great video,! very informative and well explained.",0
1526,What software did! you use to make this video?,4
1527,This was suggested to me by YouTube.,2
1528,"Beautifully made, the quality is outstanding.",0
1529,Is this method still! relevant in the current year?,4
1530,Has anyone tried this on a Mac instead of Windows?,4
1531,I found this in my recommendations.,2
1532,The presenter talks about several points.,2
1533,This! is a video about the topic.,2
1534,"That definition is not quite accurate, please! check again.",5
1535,This was suggested! to me by YouTube.,2
1536,The link you shared in the description is broken.,5
1537,What! software did you use to make this video?,4
1538,"So well! done, I watched it three times already.",0
1539,Promo code SPAM50 for discount on my useless product!,3
1540,"Actually that is not correct, the answer is different.",5
1541,"This is pure gold, thank you! for the hard work.",0
1542,"So many errors in this video, very unprofessional.",1
1543,Please include the source links in the description.,6
1544,Really! appreciate the effort you put into this.,0
1545,"I got 10000 subscribers in one day, here is how!",3
1546,Where can I download the files you used here?,4
1547,There are subtitles available for this video.,2
1548,That calculation gives a different result when done correctly.,5
1549,Turn on! the captions for accessibility.,6
1550,Has anyone tried this on a Mac instead of Windows?,4
1551,The formula you used there is actually wrong.,5
1552,"Perfect video, exactly what I was looking for.",0
1553,Please slow down when explaining complex parts.,6
1554,"Clickbait title, the video delivers nothing.",1
1555,I watched this video.,2
1556,"This is terrible, complete waste of my time.",1
1557,The video covers the basics.,2
1558,The thumbnail caught my attention.!,2
1559,The thumbnail caught my attention.,2
1560,The formula! you used there is actually wrong.,5
1561,Please make more videos on this subject!,6
1562,"Actually! that is not correct, the answer is different.",5
1563,Make a part two of this video immediately!,6
1564,Do! not skip the introduction next time please.,6
1565,"I regret watching this, total garbage.",1
1566,This is a video about the topic.!,2
1567,The date you mentioned is actually off by one year.,5
1568,"Small error! in the code, you forgot a closing bracket.",5
1569,I came across this while browsing.,2
1570,"Beautifully made, the quality is outstanding.",0
1571,"So many errors in this video,! very unprofessional.",1
1572,"Actually that is not correct,! the answer is different.",5
1573,I found this! in my recommendations.,2
1574,This was suggested to me by YouTube.,2
1575,I paused this halfway through.,2
1576,"I regret watching this, total garbage.",1
1577,"That definition is not quite accurate, please! check again.",5
1578,I watched this video.,2
1579,There are subtitles available for this video.,2
1580,"Excellent explanation, very clear and easy to follow.",0
1581,Can someone explain what! this means?,4
1582,"Fantastic content, keep up the great work!",0
1583,"Great video, very! informative and well explained.",0
1584,Please make more videos! on this subject!,6
1585,"Stop using that background music, it is distracting.",6
1586,This is the most confusing explanation I have ever seen.,1
1587,"Nothing useful here, just filler content.",1
1588,You confused two different concepts! in this part.,5
1589,There are links in the description.,2
1590,Fix the audio levels in! your next upload.,6
1591,"The audio quality is! awful, could not understand anything.",1
1592,"I learned so much from this, thank! you!",0
1593,Please slow down when explaining complex parts.,6
1594,Subscribe to my channel for! free money giveaway!,3
1595,Why does this happen the way it does?,4
1596,"This is pure gold, thank you for the hard work.",0
1597,"This is pure gold, thank you! for the hard work.",0
1598,One of the best videos I have watched in a long time.,0
1599,Add timestamps to your! videos please.,6
1600,"This is absolutely amazing, loved every second of it!!",0
1601,"Small error in the code, you forgot a closing bracket.",5
1602,"Great video,! very informative and well explained.",0
1603,What software did you use to make this video?,4
1604,One of the best videos! I have watched in a long time.,0
1605,"Worst video I have seen, very disappointing.!",1
1606,I think you got the steps in the wrong order here.,5
1607,"Perfect video,! exactly what I was looking for.",0
1608,"Clickbait! title, the video delivers nothing.",1
1609,This channel! is going downhill fast.,1
1610,Has anyone tried this! on a Mac instead of Windows?,4
1611,This is the most confusing explanation! I have ever seen.,1
1612,Can someone explain what this means?,4
1613,First comment! Subscribe to me for no reason!,3
1614,This is a video about the topic.,2
1615,"Dating! site for singles, click the link below!",3
1616,Why is my result different from what! you showed?,4
1617,"I learned so much from this, thank! you!",0
1618,"The audio quality is awful, could not understand anything.",1
1619,The formula you used there is actually wrong.,5
1620,"Stop using! that background music, it is distracting.",6
1621,"This is pure gold, thank you for the hard work.",0
1622,I paused this halfway through.,2
1623,"Free followers and likes at my profile, check it out!",3
1624,Make a part two of this video immediately!,6
1625,"Free crypto airdrop, send me your wallet address!",3
1626,"Perfect video, exactly what I was looking for.",0
1627,You confused two different! concepts in this part.,5
1628,Really appreciate the effort you put into this.,0
1629,"Free! followers and likes at my profile, check it out!",3
1630,You! made a mistake at around the three minute mark.,5
1631,"Nothing useful here, just filler content.",1
1632,I watched this on my phone.,2
1633,Subscribe to my channel for! free money giveaway!,3
1634,Where can I download the files you used here?,4
1635,You switched the! x and y axes in that chart.,5
1636,Can someone explain what this means?,4
1637,"Make money online fast, no experience needed!",3
1638,The video was uploaded today.,2
1639,"Fantastic content,! keep up the great work!",0
1640,What software did you use to make this video?,4
1641,The thumbnail caught my attention.,2
1642,This video is about twelve minutes long.,2
1643,What is the name of the song in the background?!,4
1644,The! formula you used there is actually wrong.,5
1645,"Clickbait title, the video delivers nothing.!",1
1646,"So many errors in this video, very! unprofessional.",1
1647,This channel deserves way! more subscribers.,0
1648,"The audio quality is awful, could not understand anything.!",1
1649,This is the most confusing explanation I have ever seen.,1
1650,Fix the audio levels in your next upload.,6
1651,Please make more videos on this subject!,6
1652,Do! not forget to add subtitles next time.,6
1653,Make a part! two of this video immediately!,6
1654,The spelling of that term is incorrect in your slides.,5
1655,This is completely wrong and misleading information.,1
1656,"Buy cheap views and subscribers now, DM me!",3
1657,This video is about twelve minutes long.,2
1658,I believe you meant to say the! opposite of what you said.,5
1659,Click here to win a free iPhone now!!!,3
1660,"Thank you so much for sharing this, really helpful!",0
1661,Fix the audio levels in your next! upload.,6
1662,"This made my day, so inspiring and motivating.",0
1663,Make a part two of! this video immediately!,6
1664,"Nothing useful here, just filler content.",1
1665,Check my latest video for! free robux and vbucks!,3
1666,"I regret watching this, total garbage.!",1
1667,"This is pure gold, thank you! for the hard work.",0
1668,Please slow down when explaining complex! parts.,6
1669,Do not skip the introduction next time! please.,6
1670,"You! are incredibly talented, this is top notch.",0
1671,"This is absolutely amazing, loved every second of it!",0
1672,Share this video with everyone you know.,6
1673,The thumbnail caught! my attention.,2
1674,"Perfect video, exactly what I was looking for.",0
1675,The editing is horrible and the pacing is off.!,1
1676,You made a mistake at around the three minute mark.,5
